id,title,type,genres,averageRating,numVotes,releaseYear,
tt1171701,The Breath,movie,"Action, Drama, Thriller",8,35795,2009,
tt0408664,Nobody Knows,movie,Drama,8,32519,2004,
tt0053976,The Virgin Spring,movie,Drama,8,32226,1960,
tt3461252,The Blue Elephant,movie,"Crime, Drama, Horror",8,30272,2014,
tt0072417,A Woman Under the Influence,movie,"Drama, Romance",8,30160,1974,
tt0038890,"Rome, Open City",movie,"Drama, Thriller, War",8,29913,1945,
tt24485052,Sirf Ek Bandaa Kaafi Hai,movie,"Crime, Drama, Thriller",8,29870,2023,
tt6628102,The Wild Pear Tree,movie,Drama,8,28696,2018,
tt1935156,Jodorowsky's Dune,movie,Documentary,8,28176,2013,
tt0057358,Winter Light,movie,Drama,8,27667,1963,
tt7236034,I Want to Eat Your Pancreas,movie,"Animation, Drama, Family",8,26972,2018,
tt0038733,A Matter of Life and Death,movie,"Drama, Fantasy, Romance",8,25762,1946,
tt0036244,The Ox-Bow Incident,movie,"Drama, Western",8,25453,1942,
tt0058083,Fail Safe,movie,"Drama, Thriller",8,25243,1964,
tt0070460,Day for Night,movie,"Comedy, Drama, Romance",8,25214,1973,
tt0071141,Ali: Fear Eats the Soul,movie,"Drama, Romance",8,24510,1974,
tt0091480,Manon of the Spring,movie,Drama,8,24394,1986,
tt11581174,Karnan,movie,"Action, Drama",8,24120,2021,
tt28814949,Taylor Swift: The Eras Tour,movie,"Documentary, Music, Musical",8,23199,2023,
tt2070649,Silenced,movie,"Crime, Drama, Thriller",8,23167,2011,
tt0095468,A Short Film About Killing,movie,"Crime, Drama",8,22945,1988,
tt0044837,Limelight,movie,"Drama, Music, Romance",8,22643,1952,
tt0488414,Omkara,movie,"Action, Crime, Drama",8,22604,2006,
tt0109508,Crumb,movie,"Biography, Comedy, Documentary",8,21971,1994,
tt0379225,The Corporation,movie,"Documentary, History",8,21924,2003,
tt10869778,Maidaan,movie,"Biography, Drama, History",8,21501,2024,
tt0424227,Turtles Can Fly,movie,"Drama, War",8,21249,2004,
tt3449292,Manjhi: The Mountain Man,movie,"Biography, Drama",8,20300,2015,
tt1499666,Castaway on the Moon,movie,"Comedy, Drama, Romance",8,20064,2009,
tt8991268,Honeyland,movie,"Documentary, Drama",8,19702,2019,
tt3268458,The Internet's Own Boy: The Story of Aaron Swartz,movie,"Biography, Crime, Documentary",8,18182,2014,
tt3560686,The Fool,movie,"Crime, Drama, Thriller",8,16977,2014,
tt0036112,The Life and Death of Colonel Blimp,movie,"Drama, Romance, War",8,16944,1943,
tt0249241,Werckmeister Harmonies,movie,"Drama, Mystery",8,16518,2000,
tt0296574,Company,movie,"Action, Crime, Drama",8,16433,2002,
tt1128075,Love Exposure,movie,"Action, Comedy, Drama",8,16425,2008,
tt1261047,Gulaal,movie,"Crime, Drama, Thriller",8,16165,2009,
tt22488728,Love Today,movie,"Comedy, Drama, Romance",8,15985,2022,
tt0816258,Pokiri,movie,"Action, Crime, Thriller",8,15966,2006,
tt0015064,The Last Laugh,movie,"Drama, Horror",8,15570,1924,
tt0063611,Shame,movie,Drama,8,15371,1968,
tt2458948,Evangelion: 3.0+1.01 Thrice Upon a Time,movie,"Action, Animation, Drama",8,15204,2021,
tt0220832,Vaastav: The Reality,movie,"Action, Crime, Drama",8,15125,1999,
tt0084934,Yol,movie,Drama,8,14787,1982,
tt0079579,Moscow Does Not Believe in Tears,movie,"Comedy, Drama, Romance",8,14646,1980,
tt0012364,The Phantom Carriage,movie,"Drama, Fantasy, Horror",8,14542,1921,
tt0054460,The Bad Sleep Well,movie,"Crime, Drama, Thriller",8,14440,1960,
tt10919240,Malik,movie,"Action, Biography, Crime",8,14308,2021,
tt11422728,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",movie,"Documentary, History, Music",8,14260,2021,
tt32765621,Sipahi,movie,Drama,8,13842,2024,
tt0065889,Investigation of a Citizen Above Suspicion,movie,"Crime, Drama",8,13831,1970,
tt0018742,The Cameraman,movie,"Comedy, Drama, Family",8,13498,1928,
tt5082014,Charlie,movie,"Adventure, Drama, Romance",8,13480,2015,
tt0043686,Forbidden Games,movie,"Drama, War",8,13347,1952,
tt1282139,Cars of the Revolution,movie,"Drama, History",8,12847,2008,
tt0478209,Metal: A Headbanger's Journey,movie,"Documentary, Music",8,12593,2005,
tt0379370,Maqbool,movie,"Crime, Drama, Thriller",8,12390,2003,
tt0278736,Stanley Kubrick: A Life in Pictures,movie,"Biography, Documentary",8,12289,2001,
tt3686998,The Red Pill,movie,Documentary,8,12188,2016,
tt0072860,Deewaar,movie,"Action, Crime, Drama",8,12087,1975,
tt0165546,The Wounds,movie,"Comedy, Crime, Drama",8,11945,1998,
tt2150209,My Grandfather's People,movie,"Comedy, Drama, Family",8,11507,2011,
tt0263208,Abbas in Flower,movie,"Comedy, Drama, Romance",8,11369,1982,
tt0063633,The Cremator,movie,"Comedy, Crime, Drama",8,11356,1969,
tt10515086,The Blue Elephant 2,movie,"Crime, Drama, Horror",8,11347,2019,
tt11322920,Ayyappanum Koshiyum,movie,"Action, Drama, Thriller",8,11155,2020,
tt2028530,Paradise Lost 3: Purgatory,movie,"Crime, Documentary",8,11084,2011,
tt0056444,An Autumn Afternoon,movie,Drama,8,11067,1962,
tt0015881,Greed,movie,"Drama, Thriller, Western",8,11039,1924,
tt0366840,Okkadu,movie,"Action, Drama, Romance",8,11002,2003,
tt27542289,Por Thozhil,movie,"Action, Crime, Thriller",8,10939,2023,
tt7476236,Minding the Gap,movie,"Documentary, Sport",8,10662,2018,
tt24226474,Jigarthanda Double X,movie,"Action, Comedy, Drama",8,10485,2023,
tt0436971,Why We Fight,movie,"Documentary, History, War",8,10298,2005,
tt0499549,Avatar,movie,"Action, Adventure, Fantasy",7.9,1408710,2009,
tt0120338,Titanic,movie,"Drama, Romance",7.9,1312647,1997,
tt0371746,Iron Man,movie,"Action, Adventure, Sci-Fi",7.9,1149372,2008,
tt3501632,Thor: Ragnarok,movie,"Action, Adventure, Comedy",7.9,836140,2017,
tt8946378,Knives Out,movie,"Comedy, Crime, Drama",7.9,795411,2019,
tt2543164,Arrival,movie,"Drama, Mystery, Sci-Fi",7.9,794056,2016,
tt1877832,X-Men: Days of Future Past,movie,"Action, Adventure, Sci-Fi",7.9,760201,2014,
tt1631867,Edge of Tomorrow,movie,"Action, Adventure, Sci-Fi",7.9,756572,2014,
tt0126029,Shrek,movie,"Adventure, Animation, Comedy",7.9,753891,2001,
tt1136608,District 9,movie,"Action, Sci-Fi, Thriller",7.9,726889,2009,
tt0304141,Harry Potter and the Prisoner of Azkaban,movie,"Adventure, Family, Fantasy",7.9,709930,2004,
tt0454876,Life of Pi,movie,"Adventure, Drama, Fantasy",7.9,676271,2012,
tt0120363,Toy Story 2,movie,"Adventure, Animation, Comedy",7.9,633107,1999,
tt0796366,Star Trek,movie,"Action, Adventure, Sci-Fi",7.9,625192,2009,
tt0365748,Shaun of the Dead,movie,"Comedy, Horror",7.9,608655,2004,
tt1727824,Bohemian Rhapsody,movie,"Biography, Drama, Music",7.9,608535,2018,
tt1659337,The Perks of Being a Wallflower,movie,Drama,7.9,559472,2012,
tt0206634,Children of Men,movie,"Action, Drama, Sci-Fi",7.9,538936,2006,
tt0099487,Edward Scissorhands,movie,"Drama, Fantasy, Romance",7.9,537322,1990,
tt0790636,Dallas Buyers Club,movie,"Biography, Drama",7.9,527035,2013,
tt0327056,Mystic River,movie,"Crime, Drama, Mystery",7.9,495046,2003,
tt0780536,In Bruges,movie,"Comedy, Crime, Drama",7.9,470702,2008,
tt2584384,Jojo Rabbit,movie,"Comedy, Drama, War",7.9,454602,2019,
tt12361974,Zack Snyder's Justice League,movie,"Action, Adventure, Fantasy",7.9,447860,2021,
tt0083866,E.T. the Extra-Terrestrial,movie,"Adventure, Family, Sci-Fi",7.9,446132,1982,
tt6791350,Guardians of the Galaxy Vol. 3,movie,"Action, Adventure, Comedy",7.9,405538,2023,
tt0166924,Mulholland Drive,movie,"Drama, Mystery, Thriller",7.9,392212,2001,
tt0107688,The Nightmare Before Christmas,movie,"Animation, Family, Fantasy",7.9,386940,1993,
tt1065073,Boyhood,movie,Drama,7.9,371547,2014,
tt7653254,Marriage Story,movie,"Drama, Romance",7.9,354244,2019,
tt1125849,The Wrestler,movie,"Drama, Sport",7.9,322972,2008,
tt0181875,Almost Famous,movie,"Adventure, Comedy, Drama",7.9,298892,2000,
tt0118749,Boogie Nights,movie,Drama,7.9,287165,1997,
tt0190332,"Crouching Tiger, Hidden Dragon",movie,"Action, Adventure, Drama",7.9,284868,2000,
tt0432283,Fantastic Mr. Fox,movie,"Adventure, Animation, Comedy",7.9,278499,2009,
tt1655442,The Artist,movie,"Comedy, Drama, Romance",7.9,250454,2011,
tt0108399,True Romance,movie,"Crime, Drama, Romance",7.9,247098,1993,
tt0058461,A Fistful of Dollars,movie,"Action, Drama, Western",7.9,238632,1964,
tt0106519,Carlito's Way,movie,"Crime, Drama, Thriller",7.9,236400,1993,
tt0080455,The Blues Brothers,movie,"Action, Adventure, Comedy",7.9,218401,1980,
tt0299977,Hero,movie,"Action, Adventure, Drama",7.9,189246,2002,
tt2543472,Wonder,movie,"Drama, Family",7.9,184228,2017,
tt2209418,Before Midnight,movie,"Drama, Romance",7.9,175914,2013,
tt14849194,The Holdovers,movie,"Comedy, Drama",7.9,171175,2023,
tt0085334,A Christmas Story,movie,"Comedy, Family",7.9,170035,1983,
tt0033870,The Maltese Falcon,movie,"Crime, Film-Noir, Mystery",7.9,168732,1941,
tt0113568,Ghost in the Shell,movie,"Action, Animation, Crime",7.9,161244,1995,
tt0040746,Rope,movie,"Crime, Drama, Mystery",7.9,157601,1948,
tt0088258,This Is Spinal Tap,movie,"Comedy, Music",7.9,149440,1984,
tt0054331,Spartacus,movie,"Adventure, Biography, Drama",7.9,145712,1960,
tt0044079,Strangers on a Train,movie,"Crime, Drama, Film-Noir",7.9,143531,1951,
tt2265171,The Raid 2,movie,"Action, Crime, Thriller",7.9,133499,2014,
tt0074119,All the President's Men,movie,"Drama, History, Thriller",7.9,128857,1976,
tt0287467,Talk to Her,movie,"Drama, Mystery, Romance",7.9,118770,2002,
tt0168629,Dancer in the Dark,movie,"Crime, Drama, Musical",7.9,118709,2000,
tt1188996,My Name Is Khan,movie,"Adventure, Drama, Romance",7.9,118162,2010,
tt0044081,A Streetcar Named Desire,movie,Drama,7.9,115902,1951,
tt0097216,Do the Right Thing,movie,"Comedy, Drama",7.9,115457,1989,
tt0044706,High Noon,movie,"Drama, Thriller, Western",7.9,112005,1952,
tt0066206,Patton,movie,"Biography, Drama, War",7.9,109631,1970,
tt0038787,Notorious,movie,"Drama, Film-Noir, Romance",7.9,109249,1946,
tt1602620,Amour,movie,Drama,7.9,107068,2012,
tt3544112,Sing Street,movie,"Comedy, Drama, Music",7.9,102918,2016,
tt0049406,The Killing,movie,"Crime, Drama, Film-Noir",7.9,100196,1956,
tt0069293,Solaris,movie,"Drama, Mystery, Sci-Fi",7.9,100126,1972,
tt2370248,Short Term 12,movie,Drama,7.9,92834,2013,
tt0024216,King Kong,movie,"Adventure, Horror",7.9,92560,1933,
tt0038355,The Big Sleep,movie,"Crime, Film-Noir, Mystery",7.9,91991,1946,
tt0065214,The Wild Bunch,movie,"Action, Adventure, Drama",7.9,91755,1969,
tt8075192,Shoplifters,movie,"Crime, Drama, Thriller",7.9,89210,2018,
tt0054997,The Hustler,movie,"Drama, Sport",7.9,87913,1961,
tt0061811,In the Heat of the Night,movie,"Drama, Mystery, Thriller",7.9,85150,1967,
tt0059113,Doctor Zhivago,movie,"Drama, Romance, War",7.9,83320,1965,
tt0067185,Harold and Maude,movie,"Comedy, Drama, Romance",7.9,83024,1971,
tt0056218,The Manchurian Candidate,movie,"Drama, Thriller",7.9,81161,1962,
tt0049833,The Ten Commandments,movie,"Adventure, Drama, Family",7.9,79197,1956,
tt0078841,Being There,movie,"Comedy, Drama",7.9,79186,1979,
tt0093191,Wings of Desire,movie,"Drama, Fantasy, Romance",7.9,79180,1987,
tt0347304,Kal Ho Naa Ho,movie,"Comedy, Drama, Musical",7.9,76927,2003,
tt0036613,Arsenic and Old Lace,movie,"Comedy, Crime, Thriller",7.9,76006,1944,
tt1587707,Exit Through the Gift Shop,movie,"Comedy, Crime, Documentary",7.9,69434,2010,
tt27503384,Perfect Days,movie,Drama,7.9,64695,2023,
tt13664684,Karthikeya 2,movie,"Action, Adventure, Fantasy",7.9,64524,2022,
tt1032846,"4 Months, 3 Weeks and 2 Days",movie,Drama,7.9,63971,2007,
tt0015648,Battleship Potemkin,movie,"Drama, History, Thriller",7.9,62425,1925,
tt3848892,Baby,movie,"Action, Crime, Thriller",7.9,61306,2015,
tt1093370,Jab We Met,movie,"Comedy, Drama, Romance",7.9,60535,2007,
tt0046359,Stalag 17,movie,"Comedy, Drama, War",7.9,59562,1953,
tt4387040,Airlift,movie,"Action, Drama, History",7.9,59303,2016,
tt0423866,3-Iron,movie,"Crime, Drama, Romance",7.9,59137,2004,
tt0042546,Harvey,movie,"Comedy, Drama, Fantasy",7.9,58952,1950,
tt0347048,Head-On,movie,"Drama, Romance",7.9,58582,2004,
tt1360860,About Elly,movie,"Drama, Mystery",7.9,58205,2009,
tt0247586,Nine Queens,movie,"Crime, Drama, Thriller",7.9,58147,2000,
tt5116302,Togo,movie,"Adventure, Biography, Drama",7.9,57467,2019,
tt6333060,Icarus,movie,"Documentary, Sport",7.9,55827,2017,
tt0039628,Miracle on 34th Street,movie,"Comedy, Drama, Family",7.9,55543,1947,
tt0029843,The Adventures of Robin Hood,movie,"Action, Adventure, Romance",7.9,55351,1938,
tt0051459,Cat on a Hot Tin Roof,movie,Drama,7.9,54442,1958,
tt0072443,Mirror,movie,"Biography, Drama",7.9,53655,1975,
tt0037008,Laura,movie,"Drama, Film-Noir, Mystery",7.9,52674,1944,
tt0293715,My Sassy Girl,movie,"Comedy, Drama, Romance",7.9,51155,2001,
tt0069281,Sleuth,movie,"Mystery, Thriller",7.9,50828,1972,
tt0283509,No Man's Land,movie,"Comedy, Drama, War",7.9,49295,2001,
tt0376968,The Return,movie,Drama,7.9,48089,2003,
tt2395469,Gully Boy,movie,"Drama, Music, Romance",7.9,44540,2019,
tt2199711,Vishwaroopam,movie,"Action, Thriller",7.9,41182,2013,
tt0037884,The Lost Weekend,movie,"Drama, Film-Noir",7.9,41005,1945,
tt0080979,Kagemusha: The Shadow Warrior,movie,"Drama, History, War",7.9,38937,1980,
tt7725596,Badhaai Ho,movie,"Comedy, Drama",7.9,38704,2018,
tt7485048,Super 30,movie,"Biography, Drama",7.9,38250,2019,
tt0069467,Cries & Whispers,movie,Drama,7.9,37746,1972,
tt0110729,Once Were Warriors,movie,"Crime, Drama",7.9,37595,1994,
tt0042593,In a Lonely Place,movie,"Drama, Film-Noir, Mystery",7.9,36530,1950,
tt0106469,"Blood In, Blood Out",movie,"Biography, Crime, Drama",7.9,35326,1993,
tt0063227,The Lion in Winter,movie,"Biography, Drama, History",7.9,34797,1968,
tt0065571,The Conformist,movie,Drama,7.9,34590,1970,
tt4330758,Black Hawk Down,movie,Documentary,7.9,34221,1997,
tt6878038,A Taxi Driver,movie,"Action, Drama, History",7.9,33312,2017,
tt0025878,The Thin Man,movie,"Comedy, Crime, Mystery",7.9,33159,1934,
tt1327035,Dev.D,movie,"Comedy, Drama, Romance",7.9,32705,2009,
tt27470893,Chandu Champion,movie,"Action, Biography, Drama",7.9,32310,2024,
tt0091670,The Sacrifice,movie,Drama,7.9,32088,1986,
tt0031885,The Rules of the Game,movie,"Comedy, Drama",7.9,31889,1939,
tt0086022,Nostalghia,movie,Drama,7.9,30926,1983,
tt0045555,The Big Heat,movie,"Crime, Film-Noir, Thriller",7.9,30285,1953,
tt0061809,In Cold Blood,movie,"Biography, Crime, Drama",7.9,30023,1967,
tt0057091,The Leopard,movie,"Drama, History",7.9,29901,1963,
tt7218518,Pad Man,movie,"Comedy, Drama",7.9,29826,2018,
tt0051378,Elevator to the Gallows,movie,"Crime, Drama, Thriller",7.9,29520,1958,
tt0065531,The Red Circle,movie,"Crime, Drama, Thriller",7.9,29434,1970,
tt0037913,Mildred Pierce,movie,"Crime, Drama, Film-Noir",7.9,29333,1945,
tt0034240,Sullivan's Travels,movie,"Adventure, Comedy, Drama",7.9,29204,1941,
tt0038348,Beauty and the Beast,movie,"Drama, Fantasy, Romance",7.9,28587,1946,
tt7294534,Arjun Reddy,movie,"Action, Drama, Romance",7.9,28286,2017,
tt1702014,The Way He Looks,movie,"Drama, Romance",7.9,28193,2014,
tt0055499,Through a Glass Darkly,movie,Drama,7.9,27870,1961,
tt0028010,My Man Godfrey,movie,"Comedy, Drama, Romance",7.9,27039,1936,
tt0096257,The Thin Blue Line,movie,"Crime, Documentary",7.9,26561,1988,
tt0860906,Evangelion: 2.0 You Can (Not) Advance,movie,"Action, Animation, Drama",7.9,25875,2009,
tt0054130,La Notte,movie,Drama,7.9,24726,1961,
tt2882328,Ugly,movie,"Crime, Drama, Mystery",7.9,23979,2013,
tt5804038,I Am Not Your Negro,movie,"Documentary, History",7.9,23868,2016,
tt0029870,Angels with Dirty Faces,movie,"Crime, Drama, Film-Noir",7.9,23631,1938,
tt0064541,Kes,movie,"Drama, Family",7.9,23500,1969,
tt0092048,Tampopo,movie,Comedy,7.9,23490,1985,
tt0055256,"One, Two, Three",movie,Comedy,7.9,23417,1961,
tt0058430,Onibaba,movie,"Drama, Horror, Thriller",7.9,23059,1964,
tt1277737,The Stoning of Soraya M.,movie,Drama,7.9,22137,2008,
tt0051411,The Big Country,movie,"Drama, Romance, Western",7.9,21753,1958,
tt0058279,Kwaidan,movie,"Drama, Fantasy, Horror",7.9,20831,1964,
tt0060474,Don't Look Now... We're Being Shot At!,movie,"Adventure, Comedy, War",7.9,20795,1966,
tt8430054,Flee,movie,"Animation, Biography, Documentary",7.9,20061,2021,
tt0035140,"Now, Voyager",movie,"Drama, Romance",7.9,19454,1942,
tt0118147,When We Were Kings,movie,"Documentary, Sport",7.9,19440,1996,
tt1087578,Still Walking,movie,Drama,7.9,19272,2008,
tt0118751,Border,movie,"Action, Drama, History",7.9,18037,1997,
tt0051994,A Night to Remember,movie,"Drama, History",7.9,17749,1958,
tt18687124,BTS Permission to Dance on Stage - Seoul: Live Viewing,movie,"Documentary, Music",7.9,17524,2022,
tt1157605,Anvil,movie,"Biography, Documentary, Drama",7.9,16994,2008,
tt0023622,Trouble in Paradise,movie,"Comedy, Crime, Romance",7.9,16541,1932,
tt0200654,On Board,movie,"Crime, Drama",7.9,16489,1998,
tt0031867,The Roaring Twenties,movie,"Crime, Drama, Thriller",7.9,16148,1939,
tt11772746,Thiruchitrambalam,movie,"Comedy, Drama, Musical",7.9,16129,2022,
tt0988108,The Class,movie,Drama,7.9,16051,2007,
tt0042788,Night and the City,movie,"Crime, Film-Noir, Sport",7.9,15661,1950,
tt19653180,Leila's Brothers,movie,Drama,7.9,15379,2022,
tt11790780,The Alpinist,movie,"Biography, Documentary",7.9,15179,2021,
tt0156794,Eternity and a Day,movie,Drama,7.9,14912,1998,
tt0393597,Earth,movie,Documentary,7.9,14789,2007,
tt1183919,Marley,movie,"Biography, Documentary, Music",7.9,14661,2012,
tt0055913,Divorce Italian Style,movie,"Comedy, Drama, Romance",7.9,14601,1961,
tt0089603,Mishima: A Life in Four Chapters,movie,"Biography, Drama",7.9,14505,1985,
tt0222012,Hey Ram,movie,"Crime, Drama, History",7.9,14295,2000,
tt0091341,Kin-dza-dza!,movie,"Comedy, Drama, Sci-Fi",7.9,14119,1986,
tt0040536,Letter from an Unknown Woman,movie,"Drama, Romance",7.9,14022,1948,
tt0023563,The Testament of Dr. Mabuse,movie,"Crime, Mystery, Thriller",7.9,13840,1933,
tt0069687,Alice in the Cities,movie,Drama,7.9,13836,1974,
tt4309356,Ivy,movie,"Drama, Fantasy, Thriller",7.9,13801,2015,
tt0041719,Orpheus,movie,"Drama, Fantasy, Romance",7.9,13709,1950,
tt1077248,Johnny Gaddaar,movie,"Crime, Drama, Thriller",7.9,13450,2007,
tt30796448,The Greatest Night in Pop,movie,"Documentary, Music",7.9,13410,2024,
tt0033836,The Little Foxes,movie,"Drama, Romance",7.9,13405,1941,
tt8108200,Sonchiriya,movie,"Action, Crime, Drama",7.9,13187,2019,
tt5221894,The Other Me,movie,"Crime, Drama, Mystery",7.9,13079,2016,
tt3614516,Ankhon Dekhi,movie,"Comedy, Drama",7.9,13040,2013,
tt0051383,Auntie Mame,movie,"Comedy, Drama, Romance",7.9,13015,1958,
tt27051027,Love Li,movie,"Drama, Romance",7.9,12961,2024,
tt0079672,Opening Night,movie,Drama,7.9,12787,1977,
tt0301727,Winged Migration,movie,Documentary,7.9,12448,2001,
tt0060277,The Sword of Doom,movie,"Action, Drama",7.9,12380,1966,
tt2926068,Manam,movie,"Comedy, Drama, Fantasy",7.9,12191,2014,
tt0052216,Big Deal on Madonna Street,movie,"Comedy, Crime",7.9,11841,1958,
tt0117040,Microcosmos,movie,Documentary,7.9,11792,1996,
tt0031385,"Goodbye, Mr. Chips",movie,"Drama, Romance",7.9,11758,1939,
tt11833648,The Book of Sun,movie,Comedy,7.9,11710,2020,
tt0074360,Cría Cuervos,movie,Drama,7.9,11648,1976,
tt0113703,Love Letter,movie,"Drama, Romance",7.9,11481,1995,
tt0046022,The Earrings of Madame De...,movie,"Drama, Romance",7.9,11389,1953,
tt0997246,The Song of Sparrows,movie,"Drama, Family",7.9,11301,2008,
tt0028691,Captains Courageous,movie,"Adventure, Drama, Family",7.9,11190,1937,
tt2130321,West of Memphis,movie,"Crime, Documentary",7.9,11123,2012,
tt0814075,Deliver Us from Evil,movie,"Crime, Documentary",7.9,10964,2006,
tt0061065,The Face of Another,movie,"Drama, Sci-Fi, Thriller",7.9,10859,1966,
tt0436231,The Devil and Daniel Johnston,movie,"Biography, Documentary, Music",7.9,10634,2005,
tt0478813,The Trap,movie,"Crime, Drama, Thriller",7.9,10454,2007,
tt0096028,Salaam Bombay!,movie,"Crime, Drama",7.9,10292,1988,
tt0061589,Bob Dylan: Dont Look Back,movie,"Documentary, Music",7.9,10169,1967,
tt0096288,Landscape in the Mist,movie,Drama,7.9,10034,1988,
tt2488496,Star Wars: Episode VII - The Force Awakens,movie,"Action, Adventure, Sci-Fi",7.8,987187,2015,
tt0903624,The Hobbit: An Unexpected Journey,movie,"Adventure, Fantasy",7.8,889675,2012,
tt3498820,Captain America: Civil War,movie,"Action, Sci-Fi",7.8,870290,2016,
tt1877830,The Batman,movie,"Action, Crime, Drama",7.8,834902,2022,
tt1285016,The Social Network,movie,"Biography, Drama",7.8,774684,2010,
tt5013056,Dunkirk,movie,"Action, Drama, History",7.8,756930,2017,
tt1074638,Skyfall,movie,"Action, Adventure, Thriller",7.8,741582,2012,
tt5052448,Get Out,movie,"Horror, Mystery, Thriller",7.8,734895,2017,
tt0780504,Drive,movie,"Action, Drama",7.8,721034,2011,
tt1170358,The Hobbit: The Desolation of Smaug,movie,"Adventure, Fantasy",7.8,719883,2013,
tt0421715,The Curious Case of Benjamin Button,movie,"Drama, Fantasy, Romance",7.8,708848,2008,
tt3748528,Rogue One: A Star Wars Story,movie,"Action, Adventure, Sci-Fi",7.8,701158,2016,
tt3460252,The Hateful Eight,movie,"Crime, Drama, Mystery",7.8,675184,2015,
tt0162222,Cast Away,movie,"Adventure, Drama, Romance",7.8,652023,2000,
tt0332280,The Notebook,movie,"Drama, Romance",7.8,638383,2004,
tt2872718,Nightcrawler,movie,"Crime, Drama, Thriller",7.8,621305,2014,
tt0258463,The Bourne Identity,movie,"Action, Mystery, Thriller",7.8,586358,2002,
tt0096874,Back to the Future Part II,movie,"Adventure, Comedy, Sci-Fi",7.8,586154,1989,
tt6710474,Everything Everywhere All at Once,movie,"Action, Adventure, Comedy",7.8,557701,2022,
tt0425112,Hot Fuzz,movie,"Action, Comedy, Mystery",7.8,544909,2007,
tt0449059,Little Miss Sunshine,movie,"Comedy, Drama",7.8,527870,2006,
tt2245084,Big Hero 6,movie,"Action, Adventure, Animation",7.8,516102,2014,
tt1568346,The Girl with the Dragon Tattoo,movie,"Crime, Drama, Mystery",7.8,505032,2011,
tt1535109,Captain Phillips,movie,"Action, Biography, Crime",7.8,500583,2013,
tt1596363,The Big Short,movie,"Biography, Comedy, Drama",7.8,498056,2015,
tt0139654,Training Day,movie,"Crime, Drama, Thriller",7.8,484403,2001,
tt0325710,The Last Samurai,movie,"Action, Drama",7.8,480280,2003,
tt0093773,Predator,movie,"Action, Adventure, Horror",7.8,467549,1987,
tt0087332,Ghostbusters,movie,"Action, Comedy, Fantasy",7.8,462764,1984,
tt0765429,American Gangster,movie,"Biography, Crime, Drama",7.8,462547,2007,
tt0088847,The Breakfast Club,movie,"Comedy, Drama",7.8,447643,1985,
tt1302006,The Irishman,movie,"Biography, Crime, Drama",7.8,442075,2019,
tt8367814,The Gentlemen,movie,"Action, Crime",7.8,419308,2019,
tt2194499,About Time,movie,"Comedy, Drama, Fantasy",7.8,400602,2013,
tt0091042,Ferris Bueller's Day Off,movie,Comedy,7.8,395651,1986,
tt0964517,The Fighter,movie,"Action, Biography, Drama",7.8,394149,2010,
tt1182345,Moon,movie,"Drama, Mystery, Sci-Fi",7.8,381549,2009,
tt1646971,How to Train Your Dragon 2,movie,"Action, Adventure, Animation",7.8,372284,2014,
tt1748122,Moonrise Kingdom,movie,"Adventure, Comedy, Drama",7.8,370401,2012,
tt0414387,Pride & Prejudice,movie,"Drama, Romance",7.8,340555,2005,
tt0472043,Apocalypto,movie,"Action, Adventure, Drama",7.8,337539,2006,
tt0094226,The Untouchables,movie,"Crime, Drama, Thriller",7.8,337153,1987,
tt5726616,Call Me by Your Name,movie,"Drama, Romance",7.8,328278,2017,
tt0903747,Breaking Bad,tvseries,"Crime, Drama, Thriller",9.5,2233979,2008
tt5491994,Planet Earth II,tvseries,Documentary,9.5,162330,2016
tt0185906,Band of Brothers,tvseries,"Action, Drama, History",9.4,545366,2001
tt0795176,Planet Earth,tvseries,"Documentary, Family",9.4,223872,2006
tt5152226,Tree of Life,tvseries,Drama,9.4,12767,2014
tt7366338,Chernobyl,tvseries,"Drama, History, Thriller",9.3,906530,2019
tt0306414,The Wire,tvseries,"Crime, Drama, Thriller",9.3,390704,2002
tt0417299,Avatar: The Last Airbender,tvseries,"Action, Adventure, Animation",9.3,389530,2005
tt30263074,Sapne Vs Everyone,tvseries,Drama,9.3,71263,2023
tt6769208,Blue Planet II,tvseries,Documentary,9.3,49003,2017
tt0081846,Cosmos,tvseries,Documentary,9.3,45970,1980
tt7678620,Bluey,tvseries,"Animation, Family",9.3,33498,2018
tt9002164,BB Ki Vines,tvseries,Comedy,9.3,11275,2015
tt0944947,Game of Thrones,tvseries,"Action, Adventure, Drama",9.2,2365073,2011
tt0141842,The Sopranos,tvseries,"Crime, Drama",9.2,498099,1999
tt14392248,Aspirants,tvseries,Drama,9.2,313833,2021
tt12392504,Scam 1992: The Harshad Mehta Story,tvseries,"Biography, Crime, Drama",9.2,161163,2020
tt2395695,Cosmos: A Spacetime Odyssey,tvseries,Documentary,9.2,131492,2014
tt9253866,Our Planet,tvseries,Documentary,9.2,53992,2019
tt9471404,The Chosen,tvseries,"Drama, History",9.2,51038,2017
tt4202274,The Filthy Frank Show,tvseries,"Comedy, Short",9.2,33571,2011
tt0071075,The World at War,tvseries,"Documentary, History, War",9.2,31276,1973
tt9861270,Çilgin Dersane at the University,tvseries,Comedy,9.2,12751,2014
tt1475582,Sherlock,tvseries,"Crime, Drama, Mystery",9.1,1024699,2010
tt2861424,Rick and Morty,tvseries,"Adventure, Animation, Comedy",9.1,627010,2013
